date,Event Name,Meeting Place,Person,Source PDF
2024-06-13,Personal appointment,,,AG Taylor Calendar - June 2024.pdf
2024-06-14,From Jun 12 AGA Annual Meeting To Jun 15,,,AG Taylor Calendar - June 2024.pdf
2024-06-14,"- 6:30am 7:30AM - CWAG/AGA Annual Business Meeting(Broadmoor, Champions Room)",,,AG Taylor Calendar - June 2024.pdf
2024-06-15,From Jun 12 AGA Annual Meeting,,,AG Taylor Calendar - June 2024.pdf
2024-06-16,,,,AG Taylor Calendar - June 2024.pdf
2024-06-17,NPRA,Microsoft Teams Meeting,"Mills, Cori M (LAW); Blocked",AG Taylor Calendar - June 2024.pdf
2024-06-17,MTG: AG Taylor,"Gallagher, Tyson C (GOV)",,AG Taylor Calendar - June 2024.pdf
2024-06-17,Meeting re Legislation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-17,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-17,Juneteenth,Dena'ina,,AG Taylor Calendar - June 2024.pdf
2024-06-17,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-18,"Zoom / In Person: MTG: Erec Isaacson, Tom Jantunen, Tara Swee MTG: AG",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - June 2024.pdf
2024-06-18,Criminal Justice Working Group meeting,BOI,Lesa Robertson,AG Taylor Calendar - June 2024.pdf
2024-06-18,Introductory Meeting Steve Zelner & Rabbi Greenberg,,,AG Taylor Calendar - June 2024.pdf
2024-06-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-19,Meeting with Consul General of Israel,Zoom,,AG Taylor Calendar - June 2024.pdf
2024-06-19,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-19,L. Knight - Outside counsel / Dept. of Law,Phone Meeting,"Shilling, Jordan K (GOV)",AG Taylor Calendar - June 2024.pdf
2024-06-19,AC/AWP,Check In AG Taylor/John re AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-20,Meeting AG Taylor/Cody Doig re In Person AG's Office,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-20,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-20,AC/AWP,,,AG Taylor Calendar - June 2024.pdf
2024-06-21,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-21,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-21,Anchorage Correctional Complex Tour,"Correctional Facilities (1300 E 4th; Ave, Anchorage, AK 99501)",,AG Taylor Calendar - June 2024.pdf
2024-06-21,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-22,,,,AG Taylor Calendar - June 2024.pdf
2024-06-23,,,,AG Taylor Calendar - June 2024.pdf
2024-06-24,"PH: Interview: Tom Jamgochian, Palmer Superior Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - June 2024.pdf
2024-06-24,"PH: Interview: Pat McKay, Palmer Superior Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - June 2024.pdf
2024-06-24,"PH: Interview: Marika Athens, Anchorage District Court",,"Dunleavy, Governor (GOV sponsored); Panel Coordination; , access code:",AG Taylor Calendar - June 2024.pdf
2024-06-24,"PH: Interview: Chris Darnall, Anchorage District Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - June 2024.pdf
2024-06-24,Check In AG/Cori,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-24,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-24,Meeting AG Taylor/Dustin Brighton/Tom Perrick re Legislation,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-25,Meeting AG Taylor/Stacie Kraly/Cori Mills/Chris Robison/Laura Russell re Potential Multi-State Challenge,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-25,"PH: AG Taylor, Comm Sande","Gallagher, Tyson C (GOV)",,AG Taylor Calendar - June 2024.pdf
2024-06-25,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-25,Meeting AG Taylor/Wendy Horton/Stacie Kraly/Bill Milks/Cori Mills re AGDC,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - June 2024.pdf
2024-06-26,Personal Leave To Jun 28,,,AG Taylor Calendar - June 2024.pdf
2024-06-26,"PH: AG, Comm. Pokon","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - June 2024.pdf
2024-06-27,From Jun 26 Personal Leave To Jun 28,,,AG Taylor Calendar - June 2024.pdf
2024-06-27,"MTG: Comm. Bishop, AG",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - June 2024.pdf
2024-06-28,From Jun 26 Personal Leave,,,AG Taylor Calendar - June 2024.pdf
2024-06-29,,,,AG Taylor Calendar - June 2024.pdf
2024-06-30,,,,AG Taylor Calendar - June 2024.pdf
2024-07-01,"PH: AG, Cori Mills, Margaret Paton-Walsh, Elbert Lin, Craig Richards, Kirby West, Jon Katchen, Wiley Cason, Will Crowther","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - July 2024.pdf
2024-07-01,Meeting AG Taylor/Jessie Alloway/Stacie Kraly re Appeal Evaluation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-01,Meeting AG Taylor/Stacie Kraly/Bill Milks re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-01,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-02,Randy,,,AG Taylor Calendar - July 2024.pdf
2024-07-02,CLE Tuesday: Legal Writing,Microsoft Teams Meeting,"Carter, Richard J (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-03,Meeting AG Taylor/Anne Helzer,"AG's; Office, Brady Bldg, 1031 W. 4th Ave., Suite 200","Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-03,Sign Cards,,,AG Taylor Calendar - July 2024.pdf
2024-07-03,Meeting AG Taylor/Rep. Carpenter/John Skidmore re GJ,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-04,State Holiday - Independence Day,,,AG Taylor Calendar - July 2024.pdf
2024-07-05,Meeting AG Taylor/Cody Doig re DEC Citations,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-05,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-05,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-06,,,,AG Taylor Calendar - July 2024.pdf
2024-07-07,,,,AG Taylor Calendar - July 2024.pdf
2024-07-08,Meeting AG Taylor/Angie Kemp/Stacie Kraly/Amber LeBlanc/Jen McCaul/Cori Mills/John Skidmore re IT Strategic Planning,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-08,Meeting AG Taylor/Stacie Kraly/Cori Mills re Staffing,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-08,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-09,Meeting AG Taylor/Jessie Alloway/Cori Mills/Matt Stinson re Ethics Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-09,Check In AG Taylor/Cori Mills/John Skidmore re Special Asst,AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-09,Meeting AG Taylor/Cori Mills/Charles Weller re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-09,Introductory Meeting AG Taylor/Jon Goltz/Tom Jantunen,"AG's Office, 1031 W. 4th Ave., Ste 200 (Brady building), check in front desk on 2",Block,AG Taylor Calendar - July 2024.pdf
2024-07-10,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-10,Meeting AG Taylor/Angie Kemp/John Skidmore re GJ,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-11,Meeting with Rep. Cronk re OIS,,,AG Taylor Calendar - July 2024.pdf
2024-07-11,"Lake Hood Hangar, 4825 Aircraft Drive",,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-11,Bill Signing: HB 66,ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - July 2024.pdf
2024-07-11,Stephanie Galbraith's Retirement Party,,,AG Taylor Calendar - July 2024.pdf
2024-07-11,"MTG: AG, John Skidmore, Comm. Cockrell, Austin McDaniel",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - July 2024.pdf
2024-07-11,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-11,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-11,"MTG: AG, Frank Richards, Comm. Sande",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - July 2024.pdf
2024-07-12,"PH: AG Taylor, Staff","Gallagher, Tyson C (GOV)",,AG Taylor Calendar - July 2024.pdf
2024-07-12,AG In Fairbanks,,,AG Taylor Calendar - July 2024.pdf
2024-07-12,Junior DA Graduation,,,AG Taylor Calendar - July 2024.pdf
2024-07-12,AG Lunch with FAI Interns,Fairbanks,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-12,DUE TO AG: CWAG/AGA Chair Initiative Topics,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-13,,,,AG Taylor Calendar - July 2024.pdf
2024-07-14,,,,AG Taylor Calendar - July 2024.pdf
2024-07-15,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-15,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-15,Meeting re APFC appt,Microsoft Teams Meeting,"Mills, Cori M (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-15,Meeting AG Taylor/Cori Mills/Mags Paton-Walsh re Opioid,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-15,Meeting AG Taylor/Clint Campion/Angie Kemp re GJ,"Microsoft Teams Meeting; or In-person, AG's Office","Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-16,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW); Document Review",AG Taylor Calendar - July 2024.pdf
2024-07-16,Meeting with Hilcorp,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-17,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-17,Press Conf Run Through,5th Fl Conf Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-17,LUNCH,,,AG Taylor Calendar - July 2024.pdf
2024-07-17,Press Conf,,,AG Taylor Calendar - July 2024.pdf
2024-07-18,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-18,Meeting AG Taylor/Anne Bruno/Sharla Mylar/John Skidmore re TCC Trip,In Person 6th Floor Conf Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-18,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-18,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-18,"4:00-4:30 PM: PH: AG Taylor, Cori Mills, Rebecca Polizzotto, Stacie Kraly",,",, Code: #,,; Bylsma, Rachel E (GOV)",AG Taylor Calendar - July 2024.pdf
2024-07-19,Personal Leave,,,AG Taylor Calendar - July 2024.pdf
2024-07-19,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-20,Personal appt.,,,AG Taylor Calendar - July 2024.pdf
2024-07-21,,,,AG Taylor Calendar - July 2024.pdf
2024-07-22,Meeting AG Taylor/Sean Lynch/Randy Ruaro/Kent Sullivan re Ambler/ANWR,ANC AG's Office/Microsoft Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-22,Meeting AG Taylor/Bill Milks/Cori Mills/Anne Nelson/Rebecca Polizzotto re Legislative Proposal,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-22,MTG: LAW Legislative Proposal Review,BOI; Zoom:,"Schoenheit, Victoria M (GOV)",AG Taylor Calendar - July 2024.pdf
2024-07-22,MTG: AG Taylor,"Gallagher, Tyson C (GOV)",,AG Taylor Calendar - July 2024.pdf
2024-07-22,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-23,Meeting AG Taylor/Stacie Kraly/Stacey Marz/John Skidmore re Bethel Justice Center,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-23,Meeting with Nachawati Law Group re Consumer & Data Protection Matter,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-23,Meeting re Budget,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-23,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-24,Deannie Service - Celebration of Life,,Kincaid Chalet,AG Taylor Calendar - July 2024.pdf
2024-07-24,Meeting AG Taylor/Stacie Kraly/Jessica Leeah/Cori Mills/Anne Nelson re Land Identification,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-24,"PH: AG, Cori Mills","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - July 2024.pdf
2024-07-24,PH: Law & OMB,"Phone; Sanders, Lacey M (GOV)",,AG Taylor Calendar - July 2024.pdf
2024-07-24,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-24,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - July 2024.pdf
2024-07-25,Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-07-26,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-07-27,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-07-28,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-07-29,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-07-30,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-07-31,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - July 2024.pdf
2024-08-01,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-02,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-02,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-03,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-04,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-05,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-06,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-07,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-08,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-09,From Jul 25 Personal Leave To Aug 10,,,AG Taylor Calendar - August 2024.pdf
2024-08-10,From Jul 25 Personal Leave,,,AG Taylor Calendar - August 2024.pdf
2024-08-11,,,,AG Taylor Calendar - August 2024.pdf
2024-08-12,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-12,"MTG: AG, Cori Mills, Comm. Bishop","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - August 2024.pdf
2024-08-12,Admission Pathways Meeting,BOI,,AG Taylor Calendar - August 2024.pdf
2024-08-12,Rachel Wright Meeting AG Taylor/Mead Treadwell re Federal Lawsuit,Anchorag,,AG Taylor Calendar - August 2024.pdf
2024-08-12,Meeting AG Taylor/Anne Bruno/Sharla Mylar/John Skidmore re TCC Trip,In Person 6th Floor Conf Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-12,Meeting AG Taylor/Ben Hofmeister/Cori Mills re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-12,Meeting AG Taylor/Mary Gramling/Andy Miller/Cori Mills re Energy Crisis Issue,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-13,8:00am TCC Annual Village Boar Trip To Aug 15,,,AG Taylor Calendar - August 2024.pdf
2024-08-14,From Aug 13 TCC Annual Village Boar Trip To Aug 15,,,AG Taylor Calendar - August 2024.pdf
2024-08-15,From Aug 13 TCC Annual Village Boar Trip 8:30am,,,AG Taylor Calendar - August 2024.pdf
2024-08-16,"MTG: COS, AG Taylor",ANC-West,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-16,Meeting AG Taylor/Jessie Alloway/Bill Eckhardt/Eric Fjelstad/Shannon Martin/Cori Mills/Matt Stinson re Ethics Matter,,Microsoft Team,AG Taylor Calendar - August 2024.pdf
2024-08-16,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-16,Meeting AG Taylor/DC Carpenter/Cody Doig/Cori Mills/Comm. Pokon re DEC Matter,In Person AG's Office or; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-16,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-16,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-17,,,,AG Taylor Calendar - August 2024.pdf
2024-08-18,,,,AG Taylor Calendar - August 2024.pdf
2024-08-19,Meeting AG Taylor/Cheryl Brooking/Mary Gramling/Cori Mills/Sharla Mylar/Anne Nelson/Ron Opsahl re Voice of the Arctic Inupiat,,,AG Taylor Calendar - August 2024.pdf
2024-08-19,Meeting AG Taylor/Jessica Leeah/Cori Mills/Anne Nelson re Land Identification,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-19,Meeting AG Taylor/Ken Cuccinelli/Cori Mills re Litigation,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-19,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-19,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-20,2:45PM - Voice of the Arctic Inupiat Meeting,"Denali Tower North, 2550 Denali Street, 12th Floor","Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-20,Ethics Issue,Microsoft Teams Meeting,"Mills, Cori M (LAW); Job Interview",AG Taylor Calendar - August 2024.pdf
2024-08-20,Meet & Greet AG Taylor/Ben Mallott,"AFN, 3000 A; Street, Suite 210, Anchorage, AK","Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-20,Litigation Review,,,AG Taylor Calendar - August 2024.pdf
2024-08-20,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-21,Kenai River Classic To Aug 23,,,AG Taylor Calendar - August 2024.pdf
2024-08-22,From Aug 21 Kenai River Classic To Aug 23,,,AG Taylor Calendar - August 2024.pdf
2024-08-22,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-23,From Aug 21 Kenai River Classic,,,AG Taylor Calendar - August 2024.pdf
2024-08-24,,,,AG Taylor Calendar - August 2024.pdf
2024-08-25,,,,AG Taylor Calendar - August 2024.pdf
2024-08-26,Meeting AG Taylor/Jim Minnery,Microsoft Teams; BOI,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-26,10:30 AM:,,,AG Taylor Calendar - August 2024.pdf
2024-08-26,PH: AG Taylor,COS to dial directly:,"Gallagher, Tyson C (GOV)",AG Taylor Calendar - August 2024.pdf
2024-08-26,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-26,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-26,Sarah Lukin/Stephanie Aicher/Treg Taylor - Discuss Killey River,Microsoft Teams Meeting,Shalon Harrington,AG Taylor Calendar - August 2024.pdf
2024-08-26,Personal Event,,,AG Taylor Calendar - August 2024.pdf
2024-08-27,LAW Budget Meeting,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-27,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-27,Meeting AG Taylor/Jessie Alloway/Stacie Kraly/Cori Mills/Sharla Mylar/Anne Nelson/Chris Orman Briefing,Microsoft Teams Meeting; 5th Floor Conference Room,"Dizon, Ninia R (LAW); Diane Brewer Retirement",AG Taylor Calendar - August 2024.pdf
2024-08-27,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-27,BOI,Meeting AG Taylor/Fritz Pettyjohn re Litigation; AG to Call,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-28,Panel Prep + Panel,,,AG Taylor Calendar - August 2024.pdf
2024-08-28,Virtual ORC Working Group Discussion,Microsoft Teams Meeting; AGA,,AG Taylor Calendar - August 2024.pdf
2024-08-28,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-28,Breakfast w/Visiting Attorney Generals,,Marriott Downtown Cafe; Info,AG Taylor Calendar - August 2024.pdf
2024-08-28,"MTG: Anthony Marnell, Kris Knauss, AG Taylor","Gallagher, Tyson C (GOV)",,AG Taylor Calendar - August 2024.pdf
2024-08-29,Personal Leave To Aug 30,,,AG Taylor Calendar - August 2024.pdf
2024-08-30,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - August 2024.pdf
2024-08-30,From Aug 29 Personal Leave,,,AG Taylor Calendar - August 2024.pdf
2024-08-31,,,,AG Taylor Calendar - August 2024.pdf
2024-09-01,,,,AG Taylor Calendar - September 2024.pdf
2024-09-02,State Holiday - Labor Day,,,AG Taylor Calendar - September 2024.pdf
2024-09-03,Check In AG Taylor/Cori Mills,"Microsoft Teams Meeting; Zoom MTG: AG, Cori; ANC","Dizon, Ninia R (LAW); Mills, Jenn Currie, Comm. Pokon, Christina Carpenter, Jason Olds; Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - September 2024.pdf
2024-09-03,PH: AG Taylor,"Bylsma, Rachel E (GOV)",,AG Taylor Calendar - September 2024.pdf
2024-09-04,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-04,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-04,Meeting LAW/AIDEA re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-05,Meeting AG Taylor/Ian Engelbeck/Stacie Kraly/Cori Mills/Jeff Pickett re CP Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-05,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-05,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-05,Personal appt.,,,AG Taylor Calendar - September 2024.pdf
2024-09-05,Meeting AG Taylor/Jenn Currie/Brian Gregg/Sean Lynch/Cori Mills/Thomas Mooney-Myers re WOTUS,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-05,"PH: AG, Cori Mills","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - September 2024.pdf
2024-09-06,Meeting AG Taylor/Jessie Alloway/Dana Burke/Stacie Kraly/Anne Nelson/Matt Stinson re Ethics Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-06,Meeting AG Taylor/Rebecca Hattan/Stacie Kraly/Dan Wilkerson/Rachel Witty re Insurance Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
